"ataque"	"posse"	"desf_ataque"	"noacao"	"duracao"	"qtde_acoes"	"periodo"	"EA1x"	"EA1y"	"EA2x"	"EA2y"	"EA3x"	"EA3y"	"EA4x"	"EA4y"	"EA5x"	"EA5y"	"EA6x"	"EA6y"	"EA7x"	"EA7y"	"EA8x"	"EA8y"	"EA9x"	"EA9y"	"EA10x"	"EA10y"	"EA11x"	"EA11y"	"EB1x"	"EB1y"	"EB2x"	"EB2y"	"EB3x"	"EB3y"	"EB4x"	"EB4y"	"EB5x"	"EB5y"	"EB6x"	"EB6y"	"EB7x"	"EB7y"	"EB8x"	"EB8y"	"EB9x"	"EB9y"	"EB10x"	"EB10y"	"EB11x"	"EB11y"	"bolax"	"bolay"	"centEAx"	"centEAy"	"centEBx"	"centEBy"	"dEA1_cent"	"dEA2_cent"	"dEA3_cent"	"dEA4_cent"	"dEA5_cent"	"dEA6_cent"	"dEA7_cent"	"dEA8_cent"	"dEA9_cent"	"dEA10_cent"	"dEA11_cent"	"dEB1_cent"	"dEB2_cent"	"dEB3_cent"	"dEB4_cent"	"dEB5_cent"	"dEB6_cent"	"dEB7_cent"	"dEB8_cent"	"dEB9_cent"	"dEB10_cent"	"dEB11_cent"
81	"EA"	3	1066	0.172605	5	2	9.92588178571429	32.7250266666667	35.5922619047619	8.36950326190476	35.7504761904762	23.8287407142857	34.348705	30.8318780952381	46.1445911904762	44.3408552380952	63.7181628571429	23.9647388095238	42.5702704761905	25.0995619047619	52.0904676190476	34.5362902380952	72.1216107142857	32.9445842857143	60.2381938095238	15.7277676190476	75.9748071428571	38.0306016666667	97.8811590476191	35.5286552380952	75.4600035714286	33.8020228571429	69.2333035714286	38.7951902380952	72.5484607142857	23.2124085714286	65.7526947619048	20.9200866666667	69.6935547619048	31.3836369047619	59.65129	34.5591754761905	46.000104047619	20.5631345238095	40.7972652380952	14.2295702380952	47.964195	43.2712726190476	33.9343966666667	26.075985	75.1224380952381	37.5193380952381	48.0432207900433	28.2181407727273	61.7196752164502	29.3037398484849	38.3845987528871	23.4314680851989	13.0529834851052	13.9421646523209	16.2570626463965	16.2419223449733	6.30293662107134	7.5033031585574	24.5434322721812	17.4609440715785	29.6146955853679	36.6940846381312	14.4644900510873	12.1113218813943	12.4250976019333	9.30779288345003	8.24611364000268	5.64824747008757	17.9909315415014	25.7887360975166	19.6063027769386	27.9729594375217
82	"EB"	3	1067	1.12554	22	2	8.70399478571429	34.6755217857143	42.9519589285714	18.6132396428571	40.2430042857143	33.110795	39.5283614285714	41.4079446428571	42.8077635714286	54.6633792857143	69.9298578571428	23.5765335714286	54.7463414285714	32.6595646428571	61.2879946428571	40.5990221428571	76.1287485714286	29.1418057142857	71.816485	37.2818775	64.0061182142857	53.8887289285714	102.014182142857	36.8785185714286	81.2961875	46.9175092857143	88.3982657142857	47.1770492857143	85.0753321428571	28.7927025	68.1608617857143	15.7519642857143	79.3516792857143	41.1457828571429	60.2594603571429	40.2779471428571	61.6382360714286	28.3242071428571	49.5982071428571	8.39515875	49.4239353571429	64.6951225	42.3650707142857	40.219275	80.5080214285714	43.1006821428571	52.0136935194805	36.3289466233766	69.7801289285714	36.2341124837662	43.3413535741211	19.8991533737959	12.2026920832644	13.4792632275796	20.515974621984	21.9931212600603	4.57865419364652	10.2103608697171	25.1648547610487	19.831739308786	21.2687391842096	32.242490707786	15.7084546667308	21.5992283622937	17.0096027874797	20.5460700348669	10.7582697155891	10.3440196360866	11.3517986031597	34.3852134574903	34.994233196167	27.704387155907
82	"EB"	3	1068	1.12554	22	2	10.3954609140625	35.647656328125	40.675402578125	18.99961265625	39.15922578125	33.240465703125	37.948766875	41.7512325	40.662713046875	55.154603515625	63.65595359375	22.551081640625	54.0517053125	33.674362265625	57.4475615625	43.917538671875	68.255352109375	28.46602359375	72.788440234375	43.39769015625	56.50072546875	55.638693203125	98.607190703125	36.260522578125	78.278952421875	49.356498359375	85.886360234375	43.610599609375	81.136006875	28.352244609375	66.50167484375	13.314900625	73.963513359375	43.809121328125	51.872114921875	44.213351015625	57.467250703125	29.060071875	48.389169296875	8.0199839609375	50.30517125	66.38196265625	40.519834453125	42.637053828125	78.422615625	43.6981109375	49.2310279524148	37.4944509303977	66.6297490056818	36.8196645859375	38.8828232722999	20.3909325477498	10.9640794049361	12.0709604240199	19.629023517155	20.8475788531643	6.1678656238949	10.5584398977675	21.10876477481	24.3325482386631	19.6145684328757	31.9861354963514	17.1400294558012	20.5139778318739	16.8070272557742	23.5176625895239	10.486907952712	16.5169375521267	12.0146223659963	34.1101532551477	33.8085261259519	26.7651332879995
82	"EB"	3	1069	1.12554	22	2	8.00275351689189	34.2593311148649	34.4291835810811	14.2191902027027	33.5341689527027	27.8297675	32.2413084797297	36.1026617567568	32.20839625	47.3624534121622	48.6645376013513	16.6842693918919	43.7511797297297	25.5680247972973	46.3756523310811	36.824968277027	50.5830213851351	23.4588471621622	58.2395343581081	33.6444977027027	44.4401897972973	53.3969306418919	94.7507470945946	33.6103595945946	64.1570067567568	50.637382027027	72.5410722297297	37.4016397297297	61.6235887837838	23.8626281418919	58.5106211486486	12.1754132094595	55.2347164189189	37.2680305743243	42.4363405405405	41.2847636486486	42.9440332432432	19.7230848310811	38.0652655743243	5.1409557972973	41.5187019932432	64.6362625	35.6608411824324	35.3761376013514	61.3914310810811	23.8103537162162	39.3154478166462	31.759176541769	55.2220849969287	32.8287870595823	31.531145008921	18.2935942615371	7.02798214609375	8.33985041913054	17.1489063448726	17.7531275075918	7.64594106269189	8.89410351739657	14.0466368658205	19.0955916971878	22.2446077684673	39.553022158412	20.2047222423285	17.9194238895664	11.5270636590312	20.9482048409619	4.87471417893601	15.5911167309295	18.043429632312	32.6955510065014	34.6527418682053	19.8019604066245
82	"EB"	3	1070	1.12554	22	2	3.98430321008403	35.5260652941177	26.5881044537815	17.4634716806723	27.4356045378151	26.1822936134454	31.596478907563	34.8052183193277	26.2099234453782	46.0102406722689	39.1819964705882	15.2262345378151	35.934581092437	28.6121685714286	38.3492404201681	38.9258905882353	44.6565159663866	23.6333748739496	47.2720719327731	35.1390710084034	34.4200197478992	52.0486624369748	91.1195396638656	33.9500771428571	50.268977815126	51.8565133613445	59.0710524369748	35.9342770588235	51.1415693277311	24.9176223529412	49.5190734453782	13.2911610084034	48.6951735294118	38.4884003361345	38.2831578151261	41.9297457142857	33.7276050420168	19.4075140336134	27.6234177310924	7.16288037815126	31.7634609243697	63.6227678991597	34.4504856302521	34.4798428571429	45.080737815126	43.3636512605042	32.3298945622613	32.1429719633308	46.8785012146677	33.1855274675325	28.5814996708747	15.7660115619845	7.72026606873413	3.32914403916718	15.1616551595458	18.2609205120878	5.27474908852814	9.32779446891709	15.029247239158	15.4192084779422	20.0579350936769	44.2554676049339	18.9765575659926	12.5023545784297	9.35101580035477	20.0714688949447	5.67501387061873	12.2685282427219	19.0482517934991	32.3742823980189	33.985712564904	12.5399895535265
82	"EB"	3	1071	1.12554	22	2	3.05622573684211	35.9016033333333	22.8694426315789	20.4594826315789	23.8029354385965	30.0943343859649	26.5717015789474	38.6868050877193	22.6662384210526	52.2358205263158	36.7094333333333	18.2418963157895	32.6894914035088	37.809369122807	30.3433875438596	48.265628245614	39.7258307017544	26.3969336842105	44.2979203508772	42.2510473684211	29.5722184210526	61.1233266666667	88.9710821052632	34.9448366666667	47.5803896491228	55.2580514035088	55.958941754386	38.9297192982456	51.3295835087719	27.8347589473684	46.3051070175439	15.6996331578947	45.7486498245614	42.1587114035088	27.1313545614035	54.549471754386	31.1605128070175	24.0708515789474	25.2859792982456	12.5181168421053	31.3792471929825	64.9688419298246	29.084379122807	39.2612092982456	29.892449122807	63.5611929824561	28.3913477783094	37.4060224880383	43.6304751674641	37.2903820255183	25.3972958775755	17.8242972950489	8.6417842380971	2.70434883772343	15.9012014420925	20.8952105688303	4.3233052101178	11.0579515625512	15.8036857727663	16.6336150824184	23.7500435283225	45.4083235044851	18.4008781682326	12.4428038951577	12.1989985111888	21.7558936559478	5.34622231750282	23.877076525967	18.173060796939	30.8251111299593	30.272119950471	14.7034583332691
82	"EB"	3	1072	1.12554	22	2	2.31145720945946	36.6348046621622	16.7956256081081	23.947450472973	16.7820335135135	33.7159990540541	16.0516801486487	41.1513081756757	15.5732050540541	63.7612483108108	34.129425	22.3382717567568	26.6193356756757	41.8157873648649	21.5452483783784	55.8506380405405	32.9449147972973	30.3599616891892	40.0353075	44.0420491891892	18.8035351283784	65.1637693918919	86.8919555405405	35.1876771621622	43.4479383108108	59.8908712162162	53.3367401351351	42.8532945945946	47.7001396621622	29.9770056756757	41.3722629054054	18.3587162837838	38.5916960810811	47.1975893918919	16.3616698243243	65.8958914189189	25.9640261486486	31.0492929054054	18.5043610135135	18.0504868918919	27.1593658108108	66.758620472973	19.8548720945946	40.0076336486486	15.8329952702703	66.0373195945946	21.9628880012285	41.7073898280098	38.1077297751843	41.3842799692875	20.3829904551727	18.499309345551	9.53585924985847	5.9719345804104	22.9934922473747	22.9451899283933	4.66368982930309	14.1737325035683	15.7971173890715	18.2319839119726	23.8509185928853	49.1882985914848	19.263486144966	15.3017788023723	14.9049799645688	23.2567369328554	5.84078597621839	32.8012571864931	16.0060724865386	30.5024477061109	27.6435935462406	18.3365204592607
82	"EB"	3	1073	1.12554	22	2	1.37302371428571	36.8124814285714	11.3040221428571	26.38721	11.8820671428571	34.8257692857143	8.90791042857143	43.0604542857143	6.570267	66.7329478571429	32.7284528571429	25.9317328571429	21.9312185714286	43.5609728571429	16.0940042857143	58.2606342857143	28.5117278571429	33.2399307142857	36.7726478571429	46.1386057142857	8.20307121428571	66.3852807142857	86.4314457142857	34.9118021428571	39.6140378571429	62.1703571428571	51.0005335714286	45.3141042857143	44.0704614285714	31.6561264285714	37.3249871428571	19.9230171428571	34.4218028571429	49.8995892857143	5.833896	67.1981171428571	20.7905278571429	35.6351664285714	14.292315	24.1422492857143	21.8569392857143	66.3903128571429	13.8217571428571	40.352375	3.84722142857143	67.3211	16.7525830064935	43.75782	33.5871548961039	43.4175651948052	16.875151076527	18.2050823328372	10.173676772933	7.87577922697572	25.1310293356801	23.9382301719519	5.18244809910661	14.5178698960157	15.7768231415695	20.161188707515	24.1904719503813	53.5244542881071	19.6975386331012	17.5163627884923	15.7555296115574	23.7900372209306	6.53557420661783	36.5505507597327	14.9773198030907	27.2732740216876	25.7944616022132	20.0016589389377
82	"EB"	3	1074	1.12554	22	2	2.86626257534247	35.6188539726027	11.9982309589041	28.4075528767123	10.3840590273973	36.7559124657534	9.5330182739726	41.7881908219178	7.73392820547945	60.5614787671233	26.6194775342466	30.222295890411	14.5195826027397	46.6936010958904	16.5356982191781	58.4775616438356	23.400688630137	34.5587567123288	27.8267363013699	51.455458630137	16.8800597260274	63.5764378082192	83.2911387671233	34.5923064383562	25.0510976712329	65.6939024657534	47.5498302739726	51.2303571232877	38.9601709589041	35.5556105479452	29.7520787671233	27.0109143835616	32.0197047945205	48.9465931506849	11.042691369863	68.8194212328767	21.4160730136986	45.4300064383562	19.4039919178082	25.1154394520548	16.7442150684932	65.0590353424657	12.3479695890411	41.9303934246575	19.5906178082192	66.5264452054794	15.2997947322541	44.3741909713574	30.6889965628892	46.3076345454545	15.2344329887281	16.3078031648125	9.0677245483845	6.33429021221026	17.8800441823844	18.1470412084979	2.47634218821395	14.2192081503588	12.7724757164454	14.4095914683363	19.3602238788122	53.8911560415784	20.1984271729925	17.5651098539716	13.5692531082132	19.3285807403377	2.95604765326612	29.8844801136705	9.54673333965199	24.0096674465769	23.3695562784195	18.8656125475127
82	"EB"	3	1075	1.12554	22	2	4.95136227350427	36.501338974359	16.6304937606838	26.0753804273504	16.9838136752137	35.3451838461538	16.7996705128205	40.1858343589744	17.6640154700855	56.2359752991453	30.3302698290598	28.4317663247863	23.914501025641	45.7332367521368	27.9963405128205	54.2459939316239	27.0606058119658	34.4422574358974	37.8601602564103	51.5747092307692	33.3647684615385	60.221395042735	84.6432393162393	35.8067933333333	35.9941082905983	60.475724957265	51.493275042735	50.0600494871795	45.4817461538462	34.4996223076923	33.7593699145299	21.2102208547009	40.6573105128205	49.6120878632479	17.0860017948718	61.4424255555556	29.2696860683761	47.7148323931624	23.658962991453	17.6042331623932	21.4357947008547	65.3286042735043	17.9838076068376	39.2561629059829	39.712447008547	56.4611487179487	23.0505455990676	42.6357337839938	36.4966638539238	43.9100688267288	19.1848064226038	17.7992830189928	9.56011509198563	6.76779747554412	14.6304829151053	15.9990274479352	3.4583356816131	12.6846655419399	9.12869682602103	17.3663014370384	20.559619918589	48.8445998879751	16.6372078898379	16.2476056747712	13.0419462389512	22.8777485185542	7.11202316851797	26.1658573337649	8.24188708092368	29.2807645061766	26.1909703099485	19.0964827921316
